순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
786,260487,1613000,국토교통부,010759,산업단지 인ㆍ허가 절차 간소화를 위한 특례법,20240213,제20309호,20240517,A0002,법률,28050000,第5章 工 業
787,259659,1450000,산업통상자원부,000328,산업디자인진흥법,20240206,제20199호,20240807,A0002,법률,28050000,第5章 工 業
788,271267,1450000,산업통상자원부,014216,산업 디지털 전환 촉진법,20250527,제20964호,20250527,A0002,법률,28050000,第5章 工 業
789,242933,1450000,산업통상자원부,001985,산업발전법,20220610,제18888호,20220610,A0002,법률,28050000,第5章 工 業
790,265961,1492000,고용노동부,001766,산업안전보건법,20241022,제20522호,20250601,A0002,법률,40040000,第4章 産業安全
791,238295,1450000,산업통상자원부,011372,산업융합 촉진법,20211228,제18661호,20220629,A0002,법률,28050000,第5章 工 業
792,266649,1613000,국토교통부,001839,산업입지 및 개발에 관한 법률,20241203,제20551호,20250604,A0002,법률,33020200,第2節 産業立地 및 開發
793,259661,1430000,특허청,014614,산업재산 정보의 관리 및 활용 촉진에 관한 법률,20240206,제20200호,20240807,A0002,법률,30010000,第1章 行政組織·通則
794,265977,1492000,고용노동부,001760,산업재해보상보험법,20241022,제20523호,20250101,A0002,법률,40070000,第7章 勞動保險·福祉
795,255401,1492000,고용노동부,014517,산업전환에 따른 고용안정 지원 등에 관한 법률,20231024,제19760호,20240425,A0002,법률,40050000,第5章 雇 傭
796,265419,1450000,산업통상자원부,001463,산업집적활성화 및 공장설립에 관한 법률,20240920,제20442호,20250321,A0002,법률,28050000,第5章 工 業
797,243157,1450000,산업통상자원부,001460,산업표준화법,20220610,제18958호,20230611,A0002,법률,29020000,第2章 産業標準
798,234773,1492000,고용노동부,013573,산업현장 일학습병행 지원에 관한 법률,20210817,제18425호,20220218,A0002,법률,40060000,第6章 職業訓練
799,253453,1400000,산림청,009412,산지관리법,20230808,제19590호,20240517,A0002,법률,26020000,第2章 山 林
800,249971,1721000,과학기술정보통신부,012419,삼차원프린팅산업 진흥법,20230418,제19348호,20230418,A0002,법률,43030000,第3章 情報通信
801,231327,1290000,국방부,009622,삼청교육피해자의 명예회복 및 보상에 관한 법률,20210413,제18005호,20210413,A0002,법률,13030000,第3章 賞勳·禮式·補償
802,238797,1270000 1613000,"국토교통부,법무부",009276,상가건물 임대차보호법,20220104,제18675호,20220104,A0002,법률,08010000,第1章 民 法
803,97050,1270000 9740000,"대법원,법무부",001217,상고심절차에 관한 특례법,20091102,제9816호,20091102,A0002,법률,08030100,第1節 民事訴訟·行政訴訟
804,214359,1450000,산업통상자원부,001479,상공회의소법,20200218,제17007호,20210101,A0002,법률,28030000,第3章 商業·商工人團體
805,265387,1270000,법무부,001702,상법,20240920,제20436호,20250131,A0002,법률,08020000,第2章 商 法
806,106831,1270000,법무부,001233,상법시행법,20100723,제10372호,20100723,A0002,법률,08020000,第2章 商 法
807,269799,1051000,기획재정부,001561,상속세 및 증여세법,20250314,제20777호,20250314,A0002,법률,20050000,第5章 直接稅
808,265393,1270000,법무부,010503,상업등기법,20240920,제20437호,20250131,A0002,법률,08040000,第4章 登 記
809,271247,1430000,특허청,001870,상표법,20250527,제20965호,20250527,A0002,법률,30030000,第3章 意匠·商標
810,265357,1160100,금융위원회,001539,상호저축은행법,20240920,제20434호,20250131,A0002,법률,23040000,第4章 金融機關·金融業
811,212139,1741000,행정안전부,001427,상훈법,20191210,제16765호,20200311,A0002,법률,01020400,第4節 賞勳·典禮·國慶日
812,265359,1741000,행정안전부,001645,새마을금고법,20240920,제20434호,20250131,A0002,법률,10060000,第6章 地域開發
813,212141,1741000,행정안전부,001000,새마을운동조직 육성법,20191210,제16766호,20191210,A0002,법률,10060000,第6章 地域開發
814,265463,1613000,국토교통부,011724,새만금사업 추진 및 지원에 관한 특별법,20240920,제20445호,20250621,A0002,법률,33020100,第1節 國土計劃
815,265825,1721000,과학기술정보통신부,000754,생명공학육성법,20241022,제20475호,20250423,A0002,법률,18020000,第2章 科學技術振興
816,260223,1721000,과학기술정보통신부,010987,생명연구자원의 확보ㆍ관리 및 활용에 관한 법률,20240213,제20258호,20240814,A0002,법률,18020000,第2章 科學技術振興
817,260565,1352000,보건복지부,009628,생명윤리 및 안전에 관한 법률,20240220,제20327호,20240821,A0002,법률,36030000,第3章 醫事·血液管理
818,254079,1480000,환경부,011540,생물다양성 보전 및 이용에 관한 법률,20230816,제19661호,20240217,A0002,법률,39020000,第2章 環境保全
819,265955,1480000,환경부,012239,생물자원관의 설립 및 운영에 관한 법률,20241022,제20516호,20241022,A0002,법률,39020000,第2章 環境保全
820,258823,1613000,국토교통부,013994,생활물류서비스산업발전법,20240116,제20043호,20250117,A0002,법률,41070000,第7章 物 流
821,259305,1079960,원자력안전위원회,011433,생활주변방사선 안전관리법,20240123,제20141호,20240123,A0002,법률,18030000,第3章 原子力
822,253613,1371000,문화체육관광부,012269,생활체육진흥법,20230808,제19593호,20240209,A0002,법률,16070000,第7章 體育·靑少年育成
823,261131,1480000,환경부,013098,생활화학제품 및 살생물제의 안전관리에 관한 법률,20240319,제20382호,20250101,A0002,법률,39020000,第2章 環境保全
824,265487,1160100,금융위원회,012513,서민의 금융생활 지원에 관한 법률,20240920,제20456호,20250321,A0002,법률,23040000,第4章 金融機關·金融業
825,205601,1371000,문화체육관광부,013199,서예진흥에 관한 법률,20181211,제15861호,20190612,A0002,법률,17020000,第2章 文化·藝術
826,244689,1342000,교육부,000875,서울대학교병원 설치법,20220927,제18980호,20230328,A0002,법률,16020800,第8節 敎育振興
827,205794,1342000,교육부,009506,서울대학교치과병원 설치법,20181218,제15956호,20190619,A0002,법률,16020800,第8節 敎育振興
828,228553,1741000,행정안전부,001100,서울특별시 행정특례에 관한 법률,20210112,제17893호,20220113,A0002,법률,10020100,第1節 通 則
829,246595,1741000,행정안전부,011314,서해 5도 지원 특별법,20221227,제19107호,20221227,A0002,법률,10060000,第6章 地域開發
830,242999,1480000,환경부,011384,석면안전관리법,20220610,제18907호,20221211,A0002,법률,39020000,第2章 環境保全
831,261133,1480000,환경부,011168,석면피해구제법,20240319,제20383호,20250101,A0002,법률,39020000,第2章 環境保全
832,259697,1450000,산업통상자원부,001860,석유 및 석유대체연료 사업법,20240206,제20201호,20240807,A0002,법률,31030300,第3節 石 油
833,253981,1400000,산림청,013682,석재산업 진흥에 관한 법률,20230816,제19641호,20240217,A0002,법률,26020000,第2章 山 林
834,238047,1450000,산업통상자원부,001861,석탄산업법,20211221,제18601호,20220622,A0002,법률,31030200,第2節 石 炭
835,259443,9760000,중앙선거관리위원회,001399,선거관리위원회법,20240130,제20180호,20240130,A0002,법률,03010000,第1章 選擧管理委員會
836,210204,1192000,해양수산부,011552,선박관리산업발전법,20190820,제16505호,20200221,A0002,법률,42030000,第3章 船 舶
837,267401,1532000,해양경찰청,013617,선박교통관제에 관한 법률,20241220,제20598호,20250621,A0002,법률,42060000,第6章 海上保安
838,265383,1192000 1270000,"법무부,해양수산부",001180,선박등기법,20240920,제20435호,20250131,A0002,법률,08040000,第4章 登 記
839,230155,1192000 1270000,"법무부,해양수산부",009511,선박 및 해상구조물에 대한 위해행위의 처벌 등에 관한 법률,20210316,제17930호,20210316,A0002,법률,09010000,第1章 刑 法
840,243141,1192000,해양수산부,000068,선박법,20220610,제18957호,20230611,A0002,법률,42030000,第3章 船 舶
841,97989,1270000,법무부,001226,선박소유자 등의 책임제한절차에 관한 법률,20091229,제9833호,20091229,A0002,법률,08020000,第2章 商 法
842,246611,1192000,해양수산부,001742,선박안전법,20221227,제19134호,20230628,A0002,법률,42030000,第3章 船 舶
843,265951,1192000,해양수산부,012248,선박의 입항 및 출항 등에 관한 법률,20241022,제20524호,20241022,A0002,법률,42030000,第3章 船 舶
844,252891,1192000,해양수산부,001739,선박직원법,20230725,제19573호,20240126,A0002,법률,42040000,第4章 船 員·漁船員·港灣人力
845,215951,1192000,해양수산부,009368,선박투자회사법,20200324,제17112호,20210325,A0002,법률,42030000,第3章 船 舶
846,255413,1192000,해양수산부,010601,선박평형수(船舶平衡水) 관리법,20231024,제19771호,20240425,A0002,법률,42030000,第3章 船 舶
847,265953,1192000,해양수산부,001740,선원법,20241022,제20525호,20250123,A0002,법률,42040000,第4章 船 員·漁船員·港灣人力
848,265391,1192000,해양수산부,001986,선주상호보험조합법,20240920,제20436호,20250131,A0002,법률,42030000,第3章 船 舶
849,258727,1741000,행정안전부,000998,섬 발전 촉진법,20240116,제20029호,20250117,A0002,법률,10060000,第6章 地域開發
850,252867,1371000,문화체육관광부,014479,성균관ㆍ향교ㆍ서원전통문화의 계승ㆍ발전 및 지원에 관한 법률,20230725,제19569호,20240126,A0002,법률,17060000,第6章 宗敎·社會團體
851,202650,1383000,여성가족부,009679,성매매방지 및 피해자보호 등에 관한 법률,20180313,제15450호,20180914,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
852,257487,1270000,법무부,009643,성매매알선 등 행위의 처벌에 관한 법률,20231229,제19858호,20240101,A0002,법률,09010000,第1章 刑 法
853,202910,1383000,여성가족부,011459,성별영향평가법,20180327,제15545호,20180928,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
854,265791,1383000,여성가족부,011185,성폭력방지 및 피해자보호 등에 관한 법률,20241016,제20461호,20250417,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
855,267313,1270000,법무부,011187,성폭력범죄의 처벌 등에 관한 특례법,20241220,제20575호,20250621,A0002,법률,09010000,第1章 刑 法
856,213803,1270000,법무부,011236,성폭력범죄자의 성충동 약물치료에 관한 법률,20200204,제16915호,20200204,A0002,법률,09020000,第2章 保安處分
857,81706,1450000,산업통상자원부,000009,세계무역기구협정의 이행에 관한 특별법,20071214,제8681호,20071214,A0002,법률,44060000,第6章 國際協力
858,150464,9760000,중앙선거관리위원회,011991,세계선거기관협의회 지원에 관한 법률,20140121,제12331호,20140121,A0002,법률,03010000,第1章 選擧管理委員會
859,260489,1833100,국가유산청,013669,세계유산의 보존ㆍ관리 및 활용에 관한 특별법,20240213,제20309호,20241101,A0002,법률,17030000,第3章 文化財
860,236863,1051000,기획재정부,000639,세무사법,20211123,제18521호,20221124,A0002,법률,20020000,第2章 租稅通則
861,192610,1192000,해양수산부,012829,세월호 선체조사위원회의 설치 및 운영에 관한 특별법,20170321,제14734호,20170321,A0002,법률,42030000,第3章 船 舶
862,257277,1741000,행정안전부,011315,세종특별자치시 설치 등에 관한 특별법,20231226,제19834호,20231226,A0002,법률,10020100,第1節 通 則
863,254811,1741000,행정안전부,012334,소규모 공공시설 안전관리 등에 관한 법률,20230914,제19702호,20240915,A0002,법률,12030000,第3章 災難管理
864,255831,1192000,해양수산부,000319,소금산업 진흥법,20231031,제19807호,20240501,A0002,법률,28050000,第5章 工 業
865,267333,1400000,산림청,009940,소나무재선충병 방제특별법,20241220,제20581호,20250621,A0002,법률,26020000,第2章 山 林
866,222435,1270000,법무부,001662,소년법,20201020,제17505호,20210421,A0002,법률,09040400,第4節 少 年
867,267581,1051000,기획재정부,001565,소득세법,20241231,제20615호,20250701,A0002,법률,20050000,第5章 直接稅
868,261437,1661000,소방청,000956,소방공무원법,20240326,제20411호,20240814,A0002,법률,12020200,第2節 消防公務員
869,260243,1661000,소방청,011563,소방공무원 보건안전 및 복지 기본법,20240213,제20271호,20240814,A0002,법률,12020200,第2節 消防公務員
870,259433,1661000,소방청,009505,소방기본법,20240130,제20156호,20240731,A0002,법률,12020300,第3節 消 防
871,257279,1661000,소방청,010758,소방산업의 진흥에 관한 법률,20231226,제19835호,20231226,A0002,법률,12020300,第3節 消 防
872,259473,1661000,소방청,009500,소방시설공사업법,20240130,제20157호,20250131,A0002,법률,12020300,第3節 消 防
873,236977,1661000,소방청,009503,소방시설 설치 및 관리에 관한 법률,20211130,제18522호,20241201,A0002,법률,12020300,第3節 消 防
874,232625,1661000,소방청,014090,소방의 화재조사에 관한 법률,20210608,제18204호,20220609,A0002,법률,12020100,第1節 行政組織·通則
875,245289,1661000,소방청,013050,소방장비관리법,20221115,제19027호,20230516,A0002,법률,12020300,第3節 消 防
876,228561,1661000,소방청,013623,소방재정지원 및 시ㆍ도 소방특별회계 설치법,20210112,제17893호,20220113,A0002,법률,12020300,第3節 消 防
877,260397,1130000,공정거래위원회,001589,소비자기본법,20240213,제20301호,20250101,A0002,법률,19090100,第1節 物價·公正去來·消費者保護
878,237433,1130000,공정거래위원회,001987,소비자생활협동조합법,20211207,제18572호,20220608,A0002,법률,19090100,第1節 物價·公正去來·消費者保護
879,223615,1421000,중소벤처기업부,013671,소상공인기본법,20201208,제17623호,20210309,A0002,법률,28020000,第2章 中小企業
880,265493,1421000,중소벤처기업부,000360,소상공인 보호 및 지원에 관한 법률,20240920,제20454호,20240920,A0002,법률,28020000,第2章 中小企業
881,213929,1421000,중소벤처기업부,013139,소상공인 생계형 적합업종 지정에 관한 특별법,20200204,제16954호,20210205,A0002,법률,28020000,第2章 中小企業
882,258675,1270000,법무부,001215,소송촉진 등에 관한 특례법,20240116,제20006호,20240417,A0002,법률,08030100,第1節 民事訴訟·行政訴訟
883,249281,1270000,법무부,001219,소액사건심판법,20230328,제19281호,20230328,A0002,법률,08030100,第1節 民事訴訟·行政訴訟
884,251733,1480000,환경부,000167,소음ㆍ진동관리법,20230613,제19468호,20240614,A0002,법률,39020000,第2章 環境保全
885,267565,1450000,산업통상자원부,009190,소재ㆍ부품ㆍ장비산업 경쟁력 강화 및 공급망 안정화를 위한 특별조치법,20241231,제20624호,20241231,A0002,법률,28050000,第5章 工 業
886,265845,1721000,과학기술정보통신부,000751,소프트웨어 진흥법,20241022,제20476호,20250423,A0002,법률,43030000,第3章 情報通信
887,260245,1741000,행정안전부,000958,소하천정비법,20240213,제20272호,20240814,A0002,법률,35020300,第3節 公有水面
888,259319,1790387,질병관리청,014598,손상 예방 및 관리에 관한 법률,20240123,제20100호,20250124,A0002,법률,36020300,第3節 豫防保健
889,259505,1450000,산업통상자원부,011994,송ㆍ변전설비 주변지역의 보상 및 지원에 관한 법률,20240130,제20169호,20240731,A0002,법률,32020000,第2章 電 氣
890,246747,1450000,산업통상자원부,000289,송유관 안전관리법,20221227,제19117호,20230628,A0002,법률,31030300,第3節 石 油
891,199538,1480000,환경부,002032,수도권매립지관리공사의 설립 및 운영 등에 관한 법률,20171212,제15192호,20180313,A0002,법률,39030000,第3章 廢棄物管理
892,251623,1613000,국토교통부,000266,수도권정비계획법,20230609,제19430호,20230710,A0002,법률,33020100,第1節 國土計劃
893,265979,1480000,환경부,001818,수도법,20241022,제20517호,20250423,A0002,법률,33030200,第2節 都市計劃施設
894,267375,1400000,산림청,009201,수목원ㆍ정원의 조성 및 진흥에 관한 법률,20241220,제20581호,20250621,A0002,법률,26020000,第2章 山 林
895,213805,1270000,법무부,001183,수복지역내소유자미복구토지의복구등록과보존등기등에관한특별조치법,20200204,제16916호,20200805,A0002,법률,08040000,第4章 登 記
896,270827,1192000,해양수산부,011360,수산과학기술진흥을 위한 시험연구 등에 관한 법률,20250422,제20938호,20250422,A0002,법률,27020000,第2章 水産振興
897,255833,1192000,해양수산부,012267,수산물 유통의 관리 및 지원에 관한 법률,20231031,제19807호,20240501,A0002,법률,27030000,第3章 水産業
898,234033,1192000,해양수산부,014121,수산부산물 재활용 촉진에 관한 법률,20210720,제18318호,20220721,A0002,법률,27040000,第4章 水産資源保護
899,251891,1192000,해양수산부,010602,수산생물질병 관리법,20230620,제19499호,20240621,A0002,법률,27050000,第5章 水産生物疾病管理
900,255869,1192000,해양수산부,013683,수산식품산업의 육성 및 지원에 관한 법률,20231031,제19819호,20250501,A0002,법률,27020000,第2章 水産振興
901,257631,1192000,해양수산부,001486,수산업법,20240102,제19908호,20250103,A0002,법률,27030000,第3章 水産業
902,266015,1192000,해양수산부,012154,수산업ㆍ어촌 공익기능 증진을 위한 직접지불제도 운영에 관한 법률,20241022,제20527호,20241022,A0002,법률,27030000,第3章 水産業
903,266017,1192000,해양수산부,012311,수산업ㆍ어촌 발전 기본법,20241022,제20528호,20241022,A0002,법률,27030000,第3章 水産業
904,270831,1192000,해양수산부,001487,수산업협동조합법,20250422,제20941호,20250422,A0002,법률,27020000,第2章 水産振興
905,265363,1192000,해양수산부,009546,수산업협동조합의 부실예방 및 구조개선에 관한 법률,20240920,제20434호,20250131,A0002,법률,27020000,第2章 水産振興
906,270833,1192000,해양수산부,010965,수산자원관리법,20250422,제20942호,20250422,A0002,법률,27030000,第3章 水産業
907,259239,1192000,해양수산부,012312,수산종자산업육성법,20240123,제20129호,20240123,A0002,법률,27040000,第4章 水産資源保護
908,243139,1532000,해양경찰청,014294,수상레저기구의 등록 및 검사에 관한 법률,20220610,제18957호,20230611,A0002,법률,42060000,第6章 海上保安
909,267437,1532000,해양경찰청,001988,수상레저안전법,20241220,제20599호,20250621,A0002,법률,42060000,第6章 海上保安
910,257825,1532000,해양경찰청,000977,수상에서의 수색ㆍ구조 등에 관한 법률,20240102,제19911호,20250103,A0002,법률,11040000,第4章 警備·防護
911,271269,1450000,산업통상자원부,013670,수소경제 육성 및 수소 안전관리에 관한 법률,20250527,제20966호,20250527,A0002,법률,31020000,第2章 에너지利用
912,259085,1543000,농림축산식품부,001501,수의사법,20240123,제20087호,20240724,A0002,법률,25040000,第4章 家畜衛生·畜産物檢査
913,259987,1471000,식품의약품안전처,012247,수입식품안전관리 특별법,20240206,제20245호,20240807,A0002,법률,36020100,第1節 食品衛生
914,218699,1051000,기획재정부,000699,수입인지에 관한 법률,20200609,제17339호,20200609,A0002,법률,19020300,第3節 會計·經理
915,254813,1480000,환경부,012789,수자원의 조사ㆍ계획 및 관리에 관한 법률,20230914,제19702호,20240915,A0002,법률,35020100,第1節 河川·地下水
916,266019,1192000 1532000,"해양경찰청,해양수산부",012568,수중레저활동의 안전 및 활성화 등에 관한 법률,20241022,제20529호,20250423,A0002,법률,42060000,第6章 海上保安
917,247471,1051000,기획재정부,000592,수출용 원재료에 대한 관세 등 환급에 관한 특례법,20221231,제19197호,20230401,A0002,법률,21020000,第2章 關 稅
918,103946,1270000,법무부,001228,수표법,20100331,제10197호,20100331,A0002,법률,08020000,第2章 商 法
919,252725,1492000,고용노동부,000133,숙련기술장려법,20230718,제19559호,20230718,A0002,법률,40060000,第6章 職業訓練
920,271557,1270000,법무부,014895,순직 해병 수사 방해 및 사건 은폐 등의 진상규명을 위한 특별검사의 임명 등에 관한 법률,20250610,제20989호,20250610,A0002,법률,07010200,第2節 檢察廳
921,247495,1480000,환경부,012567,순환경제사회 전환 촉진법,20221231,제19208호,20250101,A0002,법률,39030000,第3章 廢棄物管理
922,252869,1543000,농림축산식품부,014481,스마트농업 육성 및 지원에 관한 법률,20230725,제19570호,20240726,A0002,법률,24050100,第1節 通 則
923,261159,1613000,국토교통부,010730,스마트도시 조성 및 산업진흥 등에 관한 법률,20240319,제20394호,20240920,A0002,법률,33030300,第3節 都市開發
924,113196,1383000,여성가족부,000848,스카우트활동 육성에 관한 법률,20110519,제10657호,20110519,A0002,법률,16050000,第5章 人跡資源開發·社會敎育
925,247867,1383000,여성가족부,014392,스토킹방지 및 피해자보호 등에 관한 법률,20230117,제19216호,20230718,A0002,법률,09010000,第1章 刑 法
926,252483,1270000,법무부,014070,스토킹범죄의 처벌 등에 관한 법률,20230711,제19518호,20240112,A0002,법률,09010000,第1章 刑 法
927,234571,1371000,문화체육관광부,014135,스포츠기본법,20210810,제18380호,20220616,A0002,법률,16070000,第7章 體育·靑少年育成
928,255783,1371000,문화체육관광부,010415,스포츠산업 진흥법,20231031,제19799호,20240501,A0002,법률,16070000,第7章 體育·靑少年育成
929,259035,1371000,문화체육관광부,014096,스포츠클럽법,20240123,제20078호,20240724,A0002,법률,16070000,第7章 體育·靑少年育成
930,228121,1192000 1480000,"해양수산부,환경부",001989,습지보전법,20210105,제17844호,20210706,A0002,법률,39020000,第2章 環境保全
931,259435,1741000,행정안전부,014603,승강기산업 진흥법,20240130,제20158호,20240731,A0002,법률,29030000,第3章 工業品品質管理
932,259475,1741000,행정안전부,001458,승강기 안전관리법,20240130,제20159호,20250131,A0002,법률,29030000,第3章 工業品品質管理
933,258007,1342000,교육부,014576,시국사건관련 임용제외 교원의 피해회복을 위한 조치에 관한 특별법,20240109,제19941호,20240710,A0002,법률,16020501,第1款 敎育公務員
934,258825,1613000,국토교통부,000237,시설물의 안전 및 유지관리에 관한 특별법,20240116,제20044호,20240717,A0002,법률,35040100,第1節 建設業
935,220893,1352000 1790387,"보건복지부,질병관리청",000212,시체 해부 및 보존 등에 관한 법률,20200811,제17472호,20210408,A0002,법률,36030000,第3章 醫事·血液管理
936,259087,1543000,농림축산식품부,001513,식물방역법,20240123,제20088호,20240724,A0002,법률,24050502,第2款 植物防疫
937,212191,1192000 1543000,"농림축산식품부,해양수산부",011633,식물신품종 보호법,20191210,제16785호,20200611,A0002,법률,24050400,第4節 種子·種苗改良
938,234699,1543000,농림축산식품부,011008,식생활교육지원법,20210817,제18402호,20220218,A0002,법률,24050600,第6節 農産物·農業資材檢査
939,208466,1352000,보건복지부,010180,식품등 기부 활성화에 관한 법률,20190423,제16373호,20190423,A0002,법률,38020000,第2章 社會福祉通則
940,257727,1471000,식품의약품안전처,013094,식품 등의 표시ㆍ광고에 관한 법률,20240102,제19916호,20240703,A0002,법률,36020100,第1節 食品衛生
941,246835,1543000,농림축산식품부,010607,식품산업진흥법,20221227,제19118호,20230628,A0002,법률,24050600,第6節 農産物·農業資材檢査
942,243119,1471000,식품의약품안전처,010779,식품안전기본법,20220610,제18966호,20220911,A0002,법률,36020100,第1節 食品衛生
943,270311,1471000,식품의약품안전처,001805,식품위생법,20250401,제20898호,20250401,A0002,법률,36020100,第1節 食品衛生
944,254137,1471000,식품의약품안전처,012291,식품ㆍ의약품 등의 안전 및 제품화 지원에 관한 규제과학혁신법,20230816,제19694호,20240217,A0002,법률,36020100,第1節 食品衛生
945,253661,1471000,식품의약품안전처,011892,식품ㆍ의약품분야 시험ㆍ검사 등에 관한 법률,20230808,제19621호,20240209,A0002,법률,36020100,第1節 食品衛生
946,260493,1833100,국가유산청,013624,신라왕경 핵심유적 복원ㆍ정비에 관한 특별법,20240213,제20309호,20240517,A0002,법률,17030000,第3章 文化財
947,253577,1371000,문화체육관광부,001604,신문 등의 진흥에 관한 법률,20230808,제19592호,20230808,A0002,법률,17040100,第1節 言論·出版
948,245253,1450000,산업통상자원부,000299,신에너지 및 재생에너지 개발ㆍ이용ㆍ보급 촉진법,20221115,제19040호,20221115,A0002,법률,31020000,第2章 에너지利用
949,257519,1160100,금융위원회,001523,신용보증기금법,20231229,제19866호,20240101,A0002,법률,23090000,第9章 金融支援등
950,260423,1160100,금융위원회,001540,신용정보의 이용 및 보호에 관한 법률,20240213,제20304호,20240814,A0002,법률,23040000,第4章 金融機關·金融業
951,268621,1160100,금융위원회,001538,신용협동조합법,20250121,제20715호,20250422,A0002,법률,23040000,第4章 金融機關·金融業
952,91383,1270000,법무부,001247,신원보증법,20090130,제9363호,20090130,A0002,법률,08010000,第1章 民 法
953,198564,1270000,법무부,001246,신탁법,20171031,제15022호,20181101,A0002,법률,08010000,第1章 民 法
954,259277,1192000,해양수산부,000061,신항만건설 촉진법,20240123,제20130호,20240724,A0002,법률,42050000,第5章 港 灣
955,255411,1613000 1670000,"국토교통부,행정중심복합도시건설청",009915,신행정수도 후속대책을 위한 연기ㆍ공주지역 행정중심복합도시 건설을 위한 특별법,20231024,제19770호,20231024,A0002,법률,33020100,第1節 國土計劃
956,254897,1480000,환경부,000161,실내공기질 관리법,20230914,제19720호,20240315,A0002,법률,39020000,第2章 環境保全
957,259669,1430000,특허청,001454,실용신안법,20240206,제20200호,20240807,A0002,법률,30020000,第2章 特許·實用新案
958,259625,1320000 1352000,"경찰청,보건복지부",009942,실종아동등의 보호 및 지원에 관한 법률,20240206,제20192호,20250101,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
959,257731,1471000,식품의약품안전처,010729,실험동물에 관한 법률,20240102,제19918호,20240703,A0002,법률,37020000,第2章 藥 事
960,93181,1270000,법무부,001244,실화책임에 관한 법률,20090508,제9648호,20090508,A0002,법률,08010000,第1章 民 法
961,242989,1352000 1790387,"보건복지부,질병관리청",012574,심뇌혈관질환의 예방 및 관리에 관한 법률,20220610,제18897호,20230611,A0002,법률,36020300,第3節 豫防保健
962,259041,1543000,농림축산식품부,011495,쌀가공산업 육성 및 쌀 이용 촉진에 관한 법률,20240123,제20089호,20240724,A0002,법률,24030000,第3章 糧 政
963,231331,1371000,문화체육관광부,011523,씨름 진흥법,20210413,제18013호,20210714,A0002,법률,16070000,第7章 體育·靑少年育成
964,270409,1352000,보건복지부,000190,아동복지법,20250401,제20885호,20250401,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
965,251721,1352000,보건복지부,013103,아동수당법,20230613,제19455호,20230914,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
966,195200,1352000,보건복지부,011418,아동의 빈곤예방 및 지원 등에 관한 법률,20170726,제14839호,20170726,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
967,265465,1383000,여성가족부,002044,아동ㆍ청소년의 성보호에 관한 법률,20240920,제20445호,20250621,A0002,법률,16070000,第7章 體育·靑少年育成
968,267357,1270000,법무부,011997,아동학대범죄의 처벌 등에 관한 특례법,20241220,제20576호,20250621,A0002,법률,09010000,第1章 刑 法
969,251947,1371000,문화체육관광부,010294,아시아문화중심도시 조성에 관한 특별법,20230620,제19504호,20231221,A0002,법률,17020000,第2章 文化·藝術
970,270889,1383000,여성가족부,011537,아이돌봄 지원법,20250429,제20953호,20250429,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
971,249389,1480000,환경부,009680,악취방지법,20230328,제19310호,20230929,A0002,법률,39020000,第2章 環境保全
972,257859,1352000 1790387,"보건복지부,질병관리청",009513,암관리법,20240102,제19896호,20250103,A0002,법률,36020300,第3節 豫防保健
973,265859,1371000,문화체육관광부,013615,애니메이션산업 진흥에 관한 법률,20241022,제20495호,20250423,A0002,법률,17040100,第1節 言論·出版
974,240065,1450000,산업통상자원부,001849,액화석유가스의 안전관리 및 사업법,20220203,제18818호,20220203,A0002,법률,32030000,第3章 가 스
975,259229,1480000,환경부,009683,야생생물 보호 및 관리에 관한 법률,20240123,제20119호,20250124,A0002,법률,39020000,第2章 環境保全
976,260021,1130000,공정거래위원회,000667,약관의 규제에 관한 법률,20240206,제20239호,20240807,A0002,법률,19090100,第1節 物價·公正去來·消費者保護
977,217283,1352000 1471000,"보건복지부,식품의약품안전처",001783,약사법,20200407,제17208호,20250408,A0002,법률,37020000,第2章 藥 事
978,237119,1543000,농림축산식품부,000474,양곡관리법,20211130,제18525호,20220101,A0002,법률,24030000,第3章 糧 政
979,254841,1543000,농림축산식품부,013570,양봉산업의 육성 및 지원에 관한 법률,20230914,제19709호,20230914,A0002,법률,25020000,第2章 畜産振興
980,231691,1383000,여성가족부,000185,양성평등기본법,20210420,제18099호,20211021,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
981,259241,1192000,해양수산부,013574,양식산업발전법,20240123,제20131호,20250124,A0002,법률,27030000,第3章 水産業
982,265783,1383000,여성가족부,012027,양육비 이행확보 및 지원에 관한 법률,20241016,제20463호,20250701,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
983,258511,1721000,과학기술정보통신부,014525,양자과학기술 및 양자산업 육성에 관한 법률,20240109,제19990호,20241101,A0002,법률,18020000,第2章 科學技術振興
984,224559,1741000,행정안전부,010384,어린이놀이시설 안전관리법,20201222,제17695호,20210623,A0002,법률,29030000,第3章 工業品品質管理
